USAGE 2 2017-04-07 07:56:42.000000 incoming 28
USAGE 2 2016-10-17 16:49:12.000000 incoming 19
USAGE 2 2017-02-11 17:08:17.000000 49570747708 5
USAGE 1 2016-08-23 20:35:05.000000 incoming 465
USAGE 2 2017-04-19 11:02:11.000000 49790200200 6
USAGE 1 2017-05-06 12:51:46.000000 49519090155 53
USAGE 2 2016-10-08 13:22:10.000000 Internet 5
USAGE 2 2017-02-23 12:41:57.000000 49570747708 94
USAGE 2 2016-09-18 11:31:00.000000 incoming 43
USAGE 2 2017-06-13 18:07:36.000000 49519090155 19
USAGE 1 2017-02-27 10:09:40.000000 49790200200 2
USAGE 1 2017-04-17 19:42:43.000000 Internet 92
USAGE 2 2016-07-09 08:46:46.000000 incoming 47
USAGE 1 2016-11-11 20:37:18.000000 Internet 4619
USAGE 1 2016-07-10 22:05:38.000000 Internet 47108
USAGE 1 2017-04-19 19:29:00.000000 49503961861 4
USAGE 2 2016-08-26 16:48:40.000000 incoming 25
USAGE 1 2017-01-11 15:54:53.000000 incoming 10
USAGE 1 2016-12-24 11:50:09.000000 incoming 29
USAGE 2 2016-10-01 09:55:11.000000 Internet 1361
USAGE 1 2016-06-25 09:59:42.000000 incoming 273
USAGE 2 2016-06-29 08:19:27.000000 Internet 85100
USAGE 1 2016-07-21 09:01:35.000000 49790200200 5
USAGE 2 2016-11-14 09:27:28.000000 incoming 39
USAGE 2 2017-05-20 11:56:58.000000 49508432274 209
USAGE 2 2016-11-11 10:52:47.000000 49791914540 144
USAGE 1 2017-06-16 18:16:03.000000 incoming 25
USAGE 1 2017-03-27 08:50:21.000000 49796574506 147
USAGE 1 2017-05-22 19:13:26.000000 49609344355 269
USAGE 2 2016-10-27 17:15:32.000000 Internet 236
USAGE 1 2016-09-12 13:51:48.000000 Internet 13
USAGE 2 2017-04-09 02:22:13.000000 Internet 65965
USAGE 1 2017-06-04 09:38:44.000000 49508432274 173
USAGE 2 2017-05-25 09:21:06.000000 49790200200 10
USAGE 2 2017-06-04 12:37:21.000000 49508432274 38
USAGE 1 2017-01-21 19:35:54.000000 incoming 169
USAGE 1 2017-05-13 10:29:00.000000 Internet 19
USAGE 1 2016-07-06 09:59:24.000000 49508432274 88
USAGE 1 2017-05-30 07:15:44.000000 Internet 93252
USAGE 2 2017-04-20 13:38:11.000000 49504273737 107
USAGE 2 2016-10-22 07:03:48.000000 incoming 116
USAGE 2 2016-08-21 18:15:37.000000 incoming 12
USAGE 1 2017-06-03 07:49:22.000000 Internet 3839
USAGE 1 2016-08-26 16:48:40.000000 49796574506 25
USAGE 2 2016-12-24 15:18:00.000000 Internet 31280
USAGE 2 2016-12-26 19:14:28.000000 49790200200 6
USAGE 2 2016-10-25 12:48:01.000000 incoming 292
USAGE 1 2017-03-04 08:04:49.000000 49796574506 5
USAGE 2 2016-08-02 15:07:21.000000 49507146161 662
USAGE 1 2016-09-06 11:49:49.000000 49603962330 7
USAGE 2 2016-08-31 10:16:20.000000 incoming 312
USAGE 2 2016-09-23 21:24:54.000000 incoming 118
USAGE 1 2016-07-19 13:41:10.000000 49796574506 63
USAGE 2 2016-12-07 09:12:27.000000 Internet 335571
USAGE 1 2017-02-18 09:17:54.000000 incoming 12
USAGE 2 2017-05-29 06:04:30.000000 Internet 132
USAGE 1 2016-09-05 14:45:36.000000 49508432274 338
USAGE 2 2017-02-07 19:05:32.000000 49790200200 6
USAGE 1 2016-07-11 18:17:45.000000 Internet 99
USAGE 2 2017-03-10 18:11:34.000000 incoming 5
USAGE 2 2016-11-07 07:52:14.000000 49570747708 11
USAGE 1 2016-08-13 16:46:31.000000 Internet 32
USAGE 1 2017-04-02 17:01:22.000000 49508432274 61
USAGE 2 2016-08-21 10:40:18.000000 49790200200 4
USAGE 1 2017-05-03 10:32:39.000000 49790200200 7
USAGE 2 2017-05-04 09:37:58.000000 49601157441 15
USAGE 1 2016-09-12 08:02:13.000000 49796574506 47
USAGE 1 2016-08-30 18:12:41.000000 Internet 43424
USAGE 1 2017-01-06 11:05:36.000000 49508432274 16
USAGE 2 2016-11-04 09:24:51.000000 49570747708 82
USAGE 1 2017-01-19 20:57:57.000000 49790200200 5
USAGE 1 2016-11-17 19:10:15.000000 49508432274 89
USAGE 2 2016-08-06 12:20:35.000000 incoming 66
USAGE 1 2017-02-24 12:25:43.000000 incoming 97
USAGE 2 2016-07-28 11:30:20.000000 incoming 70
USAGE 1 2016-10-21 12:26:17.000000 incoming 301
USAGE 2 2016-11-03 11:47:52.000000 49536762243 9
USAGE 2 2017-06-05 17:12:21.000000 incoming 5
USAGE 1 2016-08-06 10:21:47.000000 49338752618 1
USAGE 2 2016-08-22 14:55:30.000000 Internet 53
USAGE 2 2016-07-01 09:46:20.000000 Internet 94400
USAGE 1 2017-04-11 16:20:49.000000 incoming 45
USAGE 2 2016-07-23 10:17:56.000000 49666489499 203
USAGE 2 2017-05-14 11:07:27.000000 49504273737 902
USAGE 1 2016-09-09 17:41:52.000000 incoming 10
USAGE 1 2016-11-07 09:42:23.000000 incoming 34
USAGE 1 2017-06-16 17:57:21.000000 49790200200 5
USAGE 2 2017-01-18 11:22:56.000000 49533835656 13
USAGE 1 2017-01-03 12:30:04.000000 incoming 207
USAGE 1 2016-09-07 11:42:23.000000 incoming 334
USAGE 1 2016-09-16 13:46:27.000000 49796574506 5
USAGE 1 2016-07-12 22:09:36.000000 Internet 565600
USAGE 1 2017-02-22 15:13:47.000000 49790200200 8
USAGE 1 2016-12-02 19:40:47.000000 49503961861 207
USAGE 1 2016-07-08 20:35:26.000000 Internet 10881
USAGE 1 2017-04-19 17:42:18.000000 Internet 163
USAGE 1 2017-05-27 10:50:36.000000 49508432274 139
USAGE 2 2017-02-26 15:54:53.000000 49519090155 36
USAGE 1 2017-04-10 10:01:14.000000 49796574506 6
USAGE 1 2017-01-08 19:48:31.000000 49508432274 229
USAGE 1 2017-03-12 15:09:17.000000 incoming 5
USAGE 1 2016-06-28 08:27:58.000000 Internet 141800
USAGE 2 2016-09-14 18:07:33.000000 49508432274 12
USAGE 1 2016-08-14 09:06:28.000000 Internet 23
USAGE 2 2017-01-16 08:08:54.000000 incoming 298
USAGE 2 2017-02-07 09:03:51.000000 49508432274 229
USAGE 2 2016-09-22 08:22:07.000000 incoming 7
USAGE 1 2016-12-09 13:51:40.000000 Internet 2730
USAGE 2 2017-02-22 11:20:56.000000 incoming 62
USAGE 2 2016-12-07 08:41:48.000000 49570747708 24
USAGE 2 2017-04-11 11:11:06.000000 49696330057 7
USAGE 2 2017-03-28 14:09:13.000000 49570747708 21
USAGE 2 2017-02-22 14:58:32.000000 incoming 387
USAGE 1 2017-06-07 12:52:29.000000 incoming 28
USAGE 1 2016-09-28 01:30:37.000000 Internet 184745
USAGE 2 2017-01-16 09:41:33.000000 49508432274 63
USAGE 1 2016-10-22 16:52:25.000000 Internet 2598
USAGE 1 2016-09-24 15:15:24.000000 49508432274 292
USAGE 2 2016-08-10 14:40:48.000000 49508432274 71
USAGE 1 2017-01-05 16:48:11.000000 incoming 125
USAGE 1 2016-07-17 11:38:06.000000 49519090155 55
USAGE 1 2016-08-10 09:58:36.000000 incoming 52
USAGE 1 2017-04-10 16:14:43.000000 49508432274 38
USAGE 2 2017-02-16 13:30:25.000000 Internet 296
USAGE 2 2017-05-13 10:42:03.000000 Internet 34
USAGE 1 2017-02-04 18:36:07.000000 49790200200 2
USAGE 1 2016-10-07 11:53:45.000000 49913197111 8
USAGE 2 2016-09-23 23:02:19.000000 49570747708 5
USAGE 2 2017-03-29 14:12:57.000000 49790200200 5
USAGE 2 2017-01-16 13:10:29.000000 49531520790 1301
USAGE 1 2016-07-07 08:03:10.000000 incoming 89
USAGE 2 2016-07-22 17:07:10.000000 49570747708 131
USAGE 1 2016-10-16 18:27:33.000000 incoming 88
USAGE 2 2016-11-21 08:04:21.000000 49533835656 29
USAGE 2 2017-05-03 10:41:51.000000 49570747708 178
USAGE 1 2017-02-20 15:33:11.000000 Internet 67781
USAGE 1 2016-12-23 16:53:04.000000 49508432274 336
USAGE 1 2017-06-11 15:18:20.000000 incoming 26
USAGE 2 2016-08-27 12:14:53.000000 Internet 3644
USAGE 2 2016-11-06 14:28:27.000000 Internet 4140
USAGE 2 2017-02-28 08:01:49.000000 Internet 20
USAGE 2 2016-10-17 19:54:25.000000 incoming 40
USAGE 1 2016-08-20 15:31:55.000000 Internet 54
USAGE 2 2017-06-12 15:39:03.000000 incoming 64
USAGE 1 2016-10-08 09:57:06.000000 incoming 198
USAGE 2 2016-08-13 10:09:22.000000 Internet 423
USAGE 2 2017-05-19 18:14:30.000000 incoming 31
USAGE 2 2017-02-06 15:49:14.000000 incoming 169
USAGE 1 2016-06-29 17:15:38.000000 Internet 231
USAGE 2 2017-02-15 10:37:15.000000 49334863448 20
USAGE 1 2016-09-12 10:01:21.000000 Internet 118
USAGE 2 2016-11-23 17:56:04.000000 Internet 957
USAGE 2 2016-12-27 13:58:19.000000 Internet 12946
USAGE 2 2016-06-24 09:32:05.000000 49570747708 123
USAGE 2 2016-10-07 18:16:50.000000 Internet 36551
USAGE 1 2016-06-28 19:52:00.000000 incoming 37
USAGE 2 2016-11-16 08:45:38.000000 49507146161 1313
USAGE 1 2016-10-30 15:16:07.000000 49508432274 26
USAGE 1 2016-08-20 09:06:42.000000 Internet 67
USAGE 2 2016-12-18 11:27:48.000000 Internet 98
USAGE 1 2017-05-13 17:13:36.000000 Internet 1756
USAGE 2 2017-03-09 09:20:05.000000 incoming 293
